id,Patent number,link,title,inventor name,date,num pages
3906,US-20220400481-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220400481,JOINT RELAYING OF A TRANSPORT BLOCK,ELSHAFIE; Ahmed et al.,2022-12-15,50
3907,US-20220400308-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220400308,SYSTEM AND METHOD TO IDENTIFY AND RECOMMEND MEDIA CONSUMPTION OPTIONS BASED ON VIEWER SUGGESTIONS,Aher; Ankur Anil et al.,2022-12-15,34
3908,US-20220398468-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398468,PREDICTING CHANGES IN MICROCLIMATES BASED ON PHYSICAL STRUCTURE AND INTERNAL/EXTERNAL CONDITIONS,Vaughn; Garfield W. et al.,2022-12-15,17
3909,US-20220398055-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398055,ARTIFICIAL INTELLIGENCE BASED MULTI-APPLICATION SYSTEMS AND METHODS FOR PREDICTING USER-SPECIFIC EVENTS AND/OR CHARACTERISTICS AND GENERATING USER-SPECIFIC RECOMMENDATIONS BASED ON APP USAGE,GUSTIN; Jennifer Joan et al.,2022-12-15,25
3910,US-20220398061-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398061,MEDIA DISPLAY SYSTEM AND METHODS,Patel; Nandish,2022-12-15,18
3911,US-20220398569-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398569,LEARNING RECOMMENDATION ENGINE FOR FAMILY CHORE MANAGEMENT SYSTEM,Xavier; Sen Reeves et al.,2022-12-15,24
3912,US-20220399092-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220399092,AI-ENABLED HEALTH PLATFORM,Schena; Robert J et al.,2022-12-15,35
3913,US-20220399087-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220399087,METHOD AND SYSTEM FOR IMPROVED MANAGEMENT OF GENETIC DISEASES,Kingsmore; Stephen et al.,2022-12-15,48
3914,US-20220398379-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398379,CONTENT TAILORING FOR DIVERSE AUDIENCES,Hou; Yufang et al.,2022-12-15,15
3915,US-20220398842-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398842,"AUGMENTED, VIRTUAL AND MIXED-REALITY CONTENT SELECTION & DISPLAY",HERZBERG; Stefan W. et al.,2022-12-15,46
3916,US-20220398798-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398798,JSON-Based Translation of Software Programming Language Into an Accessible Drag and Drop Web-based Application for Content Creation in Spatial Computing,Baradaran; Amir,2022-12-15,53
3917,US-20220398941-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220398941,DIGITAL MICROFLUDICS-BASED BRAILLE ACTUATION IN A STRETCHABLE DISPLAY,Ghosh; Partho et al.,2022-12-15,17
3918,US-20220400301-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220400301,SYSTEM AND METHOD TO IDENTIFY AND RECOMMEND MEDIA CONSUMPTION OPTIONS BASED ON VIEWER SUGGESTIONS,Aher; Ankur Anil et al.,2022-12-15,34
3919,US-11528233-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11528233,Systems and methods for establishing a user purpose fulfillment computing platform,Shear; Victor Henry et al.,2022-12-13,416
3920,US-11526368-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526368,Intelligent automated assistant in a messaging environment,Karashchuk; Petr et al.,2022-12-13,161
3921,US-11523768-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11523768,Identifying the epileptogenic zone from nonseizure recordings using network fragility theory,Sarma; Sridevi et al.,2022-12-13,25
3922,US-11526779-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526779,Artificial intelligence platform for auto-generating reasoning problems and assessing solutions,Bringsjord; Selmer et al.,2022-12-13,19
3923,US-11528081-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11528081,Base station and control method therefor in wireless communication system,Lee; Inkyu et al.,2022-12-13,17
3924,US-11526801-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526801,Conversational search in content management systems,"Scott, II; Willie L. et al.",2022-12-13,17
3925,US-11526770-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526770,Latent computing property preference discovery and computing environment migration plan recommendation,Hwang; Jinho et al.,2022-12-13,33
3926,US-11526572-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526572,System and method for ethical collection of data,Walsh; Brandy et al.,2022-12-13,13
3927,US-11526791-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526791,Methods and systems for diverse instance generation in artificial intelligence planning,Katz; Michael et al.,2022-12-13,18
3928,US-11526934-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526934,Smart learning systems for integrating and linking multiple data accounts across a network,Rostami; Andrew Kamron et al.,2022-12-13,28
3929,US-11525684-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11525684,Assistive mechanism via edge device personalization,Kozhaya; Joseph N. et al.,2022-12-13,16
3930,US-11528364-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11528364,Machine learning system for routing optimization based on historical performance data,Lundsgaard; Soren K. et al.,2022-12-13,20
3931,US-11526688-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526688,Discovering ranked domain relevant terms using knowledge,Mihindukulasooriya; Nandana et al.,2022-12-13,26
3932,US-11526544-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526544,System for object identification,Sekar; Deepak et al.,2022-12-13,20
3933,US-11526796-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526796,Qubit pulse calibration via canary parameter monitoring,Lauer; Isaac,2022-12-13,30
3934,US-11527566-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11527566,Interpreting optical signals from tailored arrays of metasurfaces,Löertscher; Emanuel Marc et al.,2022-12-13,27
3935,US-11526575-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526575,Web browser with enhanced history classification,Waterton; Thomas James et al.,2022-12-13,27
3936,US-11526612-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526612,Computer file metadata segmentation security system,Trim; Craig M. et al.,2022-12-13,19
3937,US-11526509-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526509,Increasing pertinence of search results within a complex knowledge base,Cenciotti; Glauco et al.,2022-12-13,24
3938,US-11526662-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526662,System for collaboration on the drafting of a shared digital contract,Ship; Steven et al.,2022-12-13,17
3939,US-11523759-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11523759,System and method for biometric monitoring and educational analysis optimization using artificial intelligence,Venezky; Elie et al.,2022-12-13,31
3940,US-11526261-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11526261,System and method for aggregating and enriching data,Leach; James Arthur et al.,2022-12-13,60
3941,US-11528197-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11528197,Request facilitation for approaching consensus for a service transaction,Youssef; Alaa S. et al.,2022-12-13,38
3942,US-20220391773-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391773,METHOD AND SYSTEM FOR ARTIFICIAL INTELLIGENCE LEARNING USING MESSAGING SERVICE AND METHOD AND SYSTEM FOR RELAYING ANSWER USING ARTIFICIAL INTELLIGENCE,HO KANG; Seok et al.,2022-12-08,38
3943,US-20220386954-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220386954,CUMULATIVE BIOSENSOR SYSTEM TO DETECT ALCOHOL,Danino; Tal et al.,2022-12-08,10
3944,US-20220392371-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220392371,REAL-TIME LANGUAGE LEARNING WITHIN A SMART SPACE,Marshall; Carl S. et al.,2022-12-08,38
3945,US-20220386559-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220386559,REMINISCENCE THERAPY AND MEDIA SHARING PLATFORM,KEENE; David et al.,2022-12-08,38
3946,US-20220390443-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220390443,METHOD OF ISOLATING A SELECTED POPULATION OF EXOSOMES,TOFARIS; George et al.,2022-12-08,55
3947,US-20220391270-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391270,CLOUD-BASED HEALTHCARE PLATFORM,Gnanasambandam; Nathan et al.,2022-12-08,187
3948,US-20220391730-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391730,SYSTEM AND METHOD FOR AN ADMINISTRATOR VIEWER USING ARTIFICIAL INTELLIGENCE,Gnanasambandam; Nathan et al.,2022-12-08,215
3949,US-20220386979-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220386979,"SYSTEMS, METHODS, AND DEVICES FOR MEDICAL IMAGE ANALYSIS, DIAGNOSIS, RISK STRATIFICATION, DECISION MAKING AND/OR DISEASE TRACKING",Min; James K. et al.,2022-12-08,262
3950,US-20220392361-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220392361,LEARNING SYSTEM AND LEARNING METHOD,TANAKA; Kohei,2022-12-08,23
3951,US-20220394732-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220394732,INTERFERENCE MEASUREMENT FOR SIDELINK COMMUNICATION,HOSSEINI; Seyedkianoush et al.,2022-12-08,44
3952,US-20220394225-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220394225,Cloud-based Rendering of Interactive Augmented/Virtual Reality Experiences,Champion; Clifford S. et al.,2022-12-08,46
3953,US-20220391790-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391790,USING AN AUGMENTED REALITY DEVICE TO IMPLEMENT A COMPUTER DRIVEN ACTION BETWEEN MULTIPLE DEVICES,Karri; Venkata Vara Prasad et al.,2022-12-08,23
3954,US-20220394044-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220394044,SYSTEMS AND METHODS FOR AN IOT DEVICE REGISTRY THAT PROVIDES FOR DYNAMIC TRUST RATINGS OF REGISTERED DEVICES,Brazao; Eduardo Correia da Silva et al.,2022-12-08,188
3955,US-20220393949-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220393949,Systems and Methods for Automatic Generation of Social Media Networks and Interactions,TRAN; TUNG THANH et al.,2022-12-08,20
3956,US-20220393950-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220393950,Systems and Methods for Automatic Generation of Social Media Networks and Interactions,Tran; Tung Thanh et al.,2022-12-08,20
3957,US-20220390647-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220390647,MODELING TROPICAL CYCLONE SURFACE FIELDS FOR IMPACT ASSESSMENT,Watson; Campbell D. et al.,2022-12-08,18
3958,US-20220391310-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391310,AUTONOMOUS TESTING OF SOFTWARE ROBOTS,Ghergu; Laurentiu Gabriel et al.,2022-12-08,18
3959,US-20220391302-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391302,CALIBRATION TECHNIQUE USING COMPUTER ANALYSIS FOR ASCERTAINING PERFORMANCE OF CONTAINERS,McGuire; Michael James et al.,2022-12-08,27
3960,US-20220391996-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391996,TECHNIQUES FOR COORDINATING AND MANAGING VOLUNTARY BLOOD DONORS WITH LOCAL AND GLOBAL PARTNERS,EZRA; Yizhaq et al.,2022-12-08,38
3961,US-20220391572-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391572,VISUALIZATION SCHEME OF NOISE IN A QUANTUM CIRCUIT,Huffman; Joel Russell et al.,2022-12-08,25
3962,US-20220391600-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391600,CONVERSATIONAL AI WITH MULTI-LINGUAL HUMAN CHATLOGS,Qi; Haode et al.,2022-12-08,15
3963,US-20220391850-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391850,System and Method for Creating and Trading Cryptographically Secured Digital Employability Assets,Morris; Victor,2022-12-08,29
3964,US-20220391819-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391819,MATCHMAKING SYSTEM AND METHOD USING A COMBINATION OF COMPUTER-IMPLEMENTED ALGORITHMS AND HUMAN ANALYSIS,Curtis; Constance et al.,2022-12-08,11
3965,US-20220391821-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391821,DATA-DRIVEN REQUIREMENTS ANALYSIS AND MATCHING,Boyd; Bret et al.,2022-12-08,28
3966,US-20220391820-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220391820,DATA-DRIVEN REQUIREMENTS ANALYSIS AND MATCHING,Boyd; Bret et al.,2022-12-08,28
3967,US-20220392065-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220392065,"SYSTEMS, METHODS, AND DEVICES FOR MEDICAL IMAGE ANALYSIS, DIAGNOSIS, RISK STRATIFICATION, DECISION MAKING AND/OR DISEASE TRACKING",Min; James K. et al.,2022-12-08,318
3968,US-20220392567-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220392567,MODELLING FRAMEWORK FOR EMBEDDING-BASED PREDICTIONS FOR COMPOUND-VIRAL PROTEIN ACTIVITY,Chawla; Sanjay et al.,2022-12-08,10
3969,US-20220392624-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220392624,APPARATUS AND METHOD FOR PROVIDING ARTIFICIAL INTELLIGENCE BASED VIRTUAL REALITY PSYCHOLOGICAL TEST SERVICE,JUNG; Hea In,2022-12-08,12
3970,US-20220392629-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220392629,PORTABLE HEALTHCARE SYSTEM INSTALLED AT A REMOTE LOCATION HAVING LIMITED INTERNET CONNECTIVITY,REDDY; Sandeep,2022-12-08,13
3971,US-20220393881-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220393881,AUTONOMOUS EXCHANGE VIA ENTRUSTED LEDGER DIGITAL SIGNATURE MANAGEMENT AND ADMINISTRATION,Ow; Benedict et al.,2022-12-08,78
3972,US-20220387896-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220387896,INCIDENT RESPONSE SIMULATION AND LEARNING SYSTEM,WARNER; Aaron Ray et al.,2022-12-08,19
3973,US-11521517-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521517,Modular electro-mechanical agent,Karol; Daniel Scott et al.,2022-12-06,220
3974,US-11519016-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11519016,NMR methods and systems for the rapid detection of bacteria,Thomann; Ulrich Hans et al.,2022-12-06,108
3975,US-11517593-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11517593,Prevention and treatment of bone and cartilage damage or disease,Lundgren Åkerlund; Evy et al.,2022-12-06,35
3976,US-11517871-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11517871,Porous metal oxide microspheres,Darji; Rupa Hiremath et al.,2022-12-06,17
3977,US-11521044-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521044,Action detection by exploiting motion in receptive fields,Mac; Khoi-Nguyen C. et al.,2022-12-06,24
3978,US-11521511-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521511,"Processing system, walking training system, processing method, and program",Otsuki; Nobuhisa et al.,2022-12-06,33
3979,US-11521240-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521240,Tracking a digital diet for targeted advertisement delivery,Moskowitz; Michael Phillips,2022-12-06,50
3980,US-11520601-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520601,Device linked context identification and notification,Griffin; Adam L. et al.,2022-12-06,28
3981,US-11520783-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520783,Automated validity evaluation for dynamic amendment,Lin; Chen et al.,2022-12-06,19
3982,US-11520949-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520949,Digital design of an area,Reynolds; Spencer Thomas et al.,2022-12-06,25
3983,US-11521065-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521065,Generating explanations for context aware sequence-to-sequence models,Reddy; Rachamalla Anirudh et al.,2022-12-06,16
3984,US-11522880-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11522880,Analytics engine for data exploration and analytics,Vajipayajula; Sulakshan et al.,2022-12-06,20
3985,US-11520842-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520842,Figure driven search query,Habbouche; Joyce Miryam et al.,2022-12-06,17
3986,US-11520828-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520828,Methods for representing and storing data in a graph data structure using artificial intelligence,Agarwal; Pulkit et al.,2022-12-06,20
3987,US-11522942-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11522942,System and method for parsing application network activity,Saxena; Ritu et al.,2022-12-06,19
3988,US-11520757-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520757,Explanative analysis for records with missing values,Xu; Jing James et al.,2022-12-06,25
3989,US-11520829-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520829,Training a question-answer dialog sytem to avoid adversarial attacks,Rosenthal; Sara et al.,2022-12-06,30
3990,US-11521338-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521338,Computer automated generation of work-flow diagram from technology specific literature,Bharti; Harish et al.,2022-12-06,32
3991,US-11523181-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11523181,Cultural distance prediction system for media asset,Phillips; Teresa Ann et al.,2022-12-06,26
3992,US-11523176-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11523176,System and method to identify and recommend media consumption options based on viewer suggestions,Aher; Ankur Anil et al.,2022-12-06,34
3993,US-11520677-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520677,Real-time Iot device reliability and maintenance system and method,Arazi; Matan,2022-12-06,175
3994,US-11520815-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11520815,Database query generation using natural language text,Gutta; Jaya Prakash Narayana et al.,2022-12-06,20
3995,US-11521714-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11521714,Increasing diversity of participants in health research using adaptive methods,Jain; Praduman et al.,2022-12-06,96
3996,US-20220386080-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220386080,SYSTEMS AND METHODS FOR MONITORING FOR AND PREEMPTING THE RISK OF A FUTURE OCCURRENCE OF A QUARANTINE VIOLATION,WILLIAMS; David H. et al.,2022-12-01,108
3997,US-20220384001-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220384001,SYSTEM AND METHOD FOR A CLINIC VIEWER GENERATED USING ARTIFICIAL-INTELLIGENCE,Gnanasambandam; Nathan et al.,2022-12-01,169
3998,US-20220384052-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220384052,PERFORMING MAPPING OPERATIONS TO PERFORM AN INTERVENTION,Gnanasambandam; Nathan et al.,2022-12-01,192
3999,US-20220384003-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220384003,PATIENT VIEWER CUSTOMIZED WITH CURATED MEDICAL KNOWLEDGE,Gnanasambandam; Nathan et al.,2022-12-01,184
4000,US-20220383750-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383750,"INTELLIGENT TRANSPORT SYSTEM VULNERABLE ROAD USER CLUSTERING, USER PROFILES, AND MANEUVER COORDINATION MECHANISMS",SHARMA BANJADE; Vesh Raj et al.,2022-12-01,117
4001,US-20220383417-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383417,SYSTEM AND METHOD OF PROVIDING AND RECORDING PERSONALIZED CONTEXT-SPECIFIC ADVICE IN THE FORM OF AN ARTIFICIAL INTELLIGENCE VIEW OF A HIERARCHICAL PORTFOLIO,CUMMINGS; Mark,2022-12-01,92
4002,US-20220383615-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383615,Systems and Methods for Automating Benchmark Generation using Neural Networks for Image or Video Selection,Saraee; Elham et al.,2022-12-01,85
4003,US-20220385425-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220385425,METHOD AND APPARATUS FOR SIMULTANEOUS ACTIVATION OF DOWNLINK CONTROL INFORMATION TRANSMISSION BEAM IN WIRELESS COMMUNICATION SYSTEM,JANG; Youngrok et al.,2022-12-01,83
4004,US-20220383093-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383093,Leveraging and Training an Artificial Intelligence Model for Control Identification,Adebayo; Abdulhamid Adebowale et al.,2022-12-01,23
4005,US-20220382713-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220382713,MANAGEMENT OF ERASURE OR RETENTION OF USER DATA STORED IN DATA STORES,Sadiq; Suhail et al.,2022-12-01,119
4006,US-20220382731-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220382731,PRESERVING METADATA CONTEXT IN A HYBRID CLOUD CONTEXT,Garcés Erice; Luis et al.,2022-12-01,21
4007,US-20220383149-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383149,MULTI-AGENT INFERENCE,Cao; Li et al.,2022-12-01,23
4008,US-20220382922-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220382922,DIGITAL TWIN OBJECTS FOR PRODUCT PACKAGING COMPATIBILITY,Sipcic; Slobodan et al.,2022-12-01,22
4009,US-20220383028-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383028,DYNAMICALLY CREATING A COMPOSITION REFERENCE VIDEO TO SUPPORT A USER ACTIVITY,Whitman; Todd Russell et al.,2022-12-01,15
4010,US-20220383167-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383167,BIAS DETECTION AND EXPLAINABILITY OF DEEP LEARNING MODELS,Venugopalan; Janani et al.,2022-12-01,14
4011,US-20220383767-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383767,SEMI-AUTOMATED EVALUATION OF LONG ANSWER EXAMS,Manoria; Vikas Kumar et al.,2022-12-01,24
4012,US-20220385458-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220385458,ENCRYPTED ASSET CONTAINERS WITH CENTRALIZED SHAREABLE CREDENTIALS,"Keith, JR.; Robert O.",2022-12-01,105
4013,US-20220386206-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220386206,METHOD AND APPARATUS FOR OPTIMIZING UE MOBILITY PERFORMANCE IN WIRELESS COMMUNICATION SYSTEM,MACH; Tomasz et al.,2022-12-01,21
4014,US-20220386343-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220386343,METHOD AND APPARATUS FOR TRANSMITTING AND RECEIVING DATA IN WIRELESS COMMUNICATION SYSTEM,LEE; Kyunggyu et al.,2022-12-01,30
4015,US-20220383594-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383594,MAPPING PHYSICAL LOCATIONS TO FIT VIRTUALIZED AR AND VR ENVIRONMENTS,Li; Caroline et al.,2022-12-01,30
4016,US-20220382132-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220382132,SYSTEMS AND METHODS FOR VIDEO CAMERA SYSTEMS FOR SMART TV APPLICATIONS,Baxter; Bill et al.,2022-12-01,26
4017,US-20220382844-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220382844,ISOLATING AND IDENTIFYING HUMANS USING MICRO-VIBRATION SIGNALS AS UNIQUE FINGERPRINTS,"Keith, JR.; Robert O.",2022-12-01,101
4018,US-20220383259-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383259,"DYNAMICALLY EVALUATING THE CONSISTENCY, BIAS, LEGITIMACY, OR INTENDED EFFECTS OF EMPLOYMENT POLICIES",Colacurcio; Maria et al.,2022-12-01,48
4019,US-20220384060-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220384060,TELEHEALTH CONTROL SYSTEM AND METHOD,Valles Leon; Nakort E.,2022-12-01,19
4020,US-20220383861-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383861,EXPLAINING ANOMALOUS PHONETIC TRANSLATIONS,Sivakumar; Gandhi et al.,2022-12-01,21
4021,US-20220383895-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220383895,Assessing Reading Ability Through Grapheme-Phoneme Correspondence Analysis,Saha; Neena Marie,2022-12-01,23
4022,US-20220385974-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220385974,CULTURAL DISTANCE PREDICTION SYSTEM FOR MEDIA ASSET,Phillips; Teresa Ann et al.,2022-12-01,27
4023,US-20220378297-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220378297,SYSTEM FOR MONITORING NEURODEGENERATIVE DISORDERS THROUGH ASSESSMENTS IN DAILY LIFE SETTINGS THAT COMBINE BOTH NON-MOTOR AND MOTOR FACTORS IN ITS DETERMINATION OF THE DISEASE STATE,Constant; Nicholas et al.,2022-12-01,17
4024,US-20220379193-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220379193,UNIVERSAL MAGNETIC GAME BOARD INCLUDING ADVANCED RECONFIGURABLE MAGNETIC RANDOM NUMBER GENERATOR,ANKNER; Charles E.,2022-12-01,83
4025,US-20220385546-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220385546,SYSTEMS AND PROCESSES FOR ITERATIVELY TRAINING A NETWORK TRAINING MODULE,Wong; Marc et al.,2022-12-01,26
4026,US-20220385758-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220385758,INTERPRETING CONFERENCE CALL INTERRUPTIONS,Tadesse; Girmaw Abebe et al.,2022-12-01,19
4027,US-11515049-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11515049,Graphical user interfaces including touchpad driving interfaces for telemedicine devices,Jordan; Charles S. et al.,2022-11-29,89
4028,US-11514305-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514305,Intelligent control with hierarchical stacked neural networks,Commons; Michael Lamport,2022-11-29,48
4029,US-11511436-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11511436,Robot control method and companion robot,Yang; Sixiao et al.,2022-11-29,20
4030,US-11514335-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514335,Root cause identification in audit data,Marascu; Alice-Maria et al.,2022-11-29,20
4031,US-11514345-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514345,Systems and methods for generating automated decisions,Chereshnev; Evgeny,2022-11-29,16
4032,US-11514808-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514808,Display and report generation platform for testing results,Burgin; Robert et al.,2022-11-29,39
4033,US-11514517-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514517,Scenario gamification to provide improved mortgage and securitization,Coulter; David B.,2022-11-29,62
4034,US-11514518-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514518,System and method of an automated agent to automatically implement loan activities,Cella; Charles Howard,2022-11-29,289
